pole_id,lon,lat,weather_risk_score,forest_distance,forest_area,pole_slope,pole_height,spatial_risk_score,train_fire_count_3km,train_fire_area_3km,train_fire_proxy_3km,valid_fire_count_3km,valid_fire_area_3km,valid_fire_proxy_3km
6503,127.74701860870124,37.8572929894303,29.312423571387836,282.265775844338,124311.0,1.60814881379095,84.9204025268555,2,0,0.0,0,0,0.0,0
6504,127.74728586918724,37.85735414502405,29.311514772706133,258.30959681001,124311.0,1.6853857182432,84.9204025268555,2,0,0.0,0,0,0.0,0
6505,127.74723803527924,37.85706144376326,29.307841190973495,278.399337814336,124311.0,1.61707410391192,85.0183944702148,2,0,0.0,0,0,0.0,0
6506,127.74777336166515,37.85683020632604,29.30120419637141,250.8814873806,124311.0,1.67203770915872,85.5392227172852,2,0,0.0,0,0,0.0,0
6507,127.72203638157016,37.912120106735614,29.841402177378523,685.681223220907,0.0,0.568683355048145,76.234619140625,0,0,0.0,0,0,0.0,0
6508,127.7478686708572,37.85637344297406,29.294469333484923,277.498395407932,106863.0,1.4970116134809,85.3115692138672,2,0,0.0,0,0,0.0,0
6509,127.74751513473824,37.856737822640575,29.30165922270691,275.365853024526,106863.0,1.57409509459529,85.0183944702148,2,0,0.0,0,0,0.0,0
6510,127.7481127712405,37.85652250969555,29.294838905714226,250.5598830891,106863.0,1.67994757057453,85.5392227172852,2,0,0.0,0,0,0.0,0
6511,127.74812324002836,37.85621844457435,29.29073768391416,274.119886065222,106863.0,1.51474911312467,85.3115692138672,2,0,0.0,0,0,0.0,0
6512,127.74571895766567,37.85901002692211,29.34487908626596,124.208492704568,260422.0,1.97075260538109,84.533561706543,2,0,0.0,0,0,0.0,0
6513,127.74197432215168,37.861682584681525,29.407500631044595,42.3809088019603,190680.0,1.96138721804336,86.1119384765625,9,0,0.0,0,0,0.0,0
6514,127.56804610341372,37.842447055455736,28.70859251477224,115.9026280463,12630660.0,8.21930201167298,61.4537811279297,16,0,0.0,0,0,0.0,0
6515,127.74998279083334,37.85471939662282,29.25893581950208,350.66057018626,81616.0,1.46877136957092,86.4235076904297,2,0,0.0,0,0,0.0,0
6516,127.66639025568124,37.97046265062158,28.711453550583343,9.40768750035204,12189867.0,12.941310744996,107.022453308105,30,2,1.0,1,0,0.0,0
6517,127.66661963644545,37.970884952509714,28.70925154596953,0.0010267345060128,12298408.0,12.388408524972,111.34383392334,30,2,1.0,1,0,0.0,0
6518,127.66677648116683,37.97091521763158,28.70888688312347,9.60032844017727,12283884.0,11.9612276199245,102.990791320801,30,2,1.0,1,0,0.0,0
6519,127.66668850773912,37.97047919126668,28.71095233100359,7.61587205238175,12189867.0,12.1565893885303,107.022453308105,30,2,1.0,1,0,0.0,0
6520,127.66635221068132,37.970331611421805,28.712090071327378,20.2066323082857,12189867.0,13.1292225654362,107.022453308105,30,2,1.0,1,0,0.0,0
6521,127.66616697868012,37.96956714149341,28.715768391468742,27.7548215216249,12167918.0,14.0833852470909,96.0643844604492,30,2,1.0,1,0,0.0,0
6522,127.666263066503,37.97001597882972,28.71362279350565,24.6970306169623,12185392.0,13.3551595226775,107.022453308105,30,2,1.0,1,0,0.0,0
6523,127.66663767431324,37.97021555143964,28.71220313825676,0.0,12189867.0,12.5036665404938,107.022453308105,30,2,1.0,1,0,0.0,0
6524,127.6665277259838,37.96977395243278,28.714341928344695,0.0,12182367.0,12.9908727558387,107.022453308105,30,2,1.0,1,0,0.0,0
6525,127.6731939406097,37.96716275779684,28.71593097492807,13.6116218892857,1303584.0,7.80830426995802,126.605880737305,19,1,0.0,1,0,0.0,0
6526,127.67348630400735,37.967173698186656,28.715303868155654,0.0,1307034.0,7.98751419767587,126.605880737305,19,1,0.0,1,0,0.0,0
6527,127.67351554509492,37.967112832417534,28.715561791667845,1.03657948772889,1307034.0,8.06981595575201,126.605880737305,19,1,0.0,1,0,0.0,0
6528,127.67353767993367,37.96706675844221,28.71575739008249,0.0,1307034.0,8.06981595575201,126.605880737305,19,1,0.0,1,0,0.0,0
6529,127.67345863029269,37.966578481229135,28.7184593618518,0.0,1307034.0,8.10423353190223,126.605880737305,19,1,0.0,1,0,0.0,0
6530,127.67324804374071,37.9669204510011,28.71708084073783,0.611603955563623,1307034.0,7.94907112248863,126.605880737305,19,1,0.0,1,0,0.0,0
6531,127.72150043800752,37.917479302080224,29.60543472872265,1124.58076779711,0.0,0.539823799143716,76.2718276977539,0,0,0.0,0,0,0.0,0
