trial,method,weight_weather_risk_score,weight_spatial_risk_score,train_accuracy,train_precision,train_recall,train_f1,train_positive_rate,train_selected_count,train_proxy_total,train_captured_proxy_count,train_top_rate,train_threshold,valid_accuracy,valid_precision,valid_recall,valid_f1,valid_positive_rate,valid_selected_count,valid_proxy_total,valid_captured_proxy_count,valid_top_rate,valid_threshold
246,optuna,0.5901634729604099,0.40983652703959,0.5837,0.4533333333333333,0.3502446561936647,0.39517652186546565,0.3,3000,3883,1360,0.3,0.5223833937027825,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.5223833937027825
252,optuna,0.5993621022859678,0.40063789771403213,0.5837,0.4533333333333333,0.3502446561936647,0.39517652186546565,0.3,3000,3883,1360,0.3,0.5215032054265861,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.5215032054265861
260,optuna,0.591080357127915,0.40891964287208504,0.5837,0.4533333333333333,0.3502446561936647,0.39517652186546565,0.3,3000,3883,1360,0.3,0.522300647200058,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.522300647200058
263,optuna,0.591281572361595,0.4087184276384051,0.5837,0.4533333333333333,0.3502446561936647,0.39517652186546565,0.3,3000,3883,1360,0.3,0.5223006362188319,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.5223006362188319
275,optuna,0.5898288029834802,0.4101711970165199,0.5837,0.4533333333333333,0.3502446561936647,0.39517652186546565,0.3,3000,3883,1360,0.3,0.5222830753397983,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.5222830753397983
277,optuna,0.5911340881468492,0.40886591185315074,0.5837,0.4533333333333333,0.3502446561936647,0.39517652186546565,0.3,3000,3883,1360,0.3,0.5223027230404662,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.5223027230404662
286,optuna,0.590289282275928,0.4097107177240719,0.5837,0.4533333333333333,0.3502446561936647,0.39517652186546565,0.3,3000,3883,1360,0.3,0.5223515907179812,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.5223515907179812
291,optuna,0.599833888927353,0.40016611107264705,0.5837,0.4533333333333333,0.3502446561936647,0.39517652186546565,0.3,3000,3883,1360,0.3,0.5213670750873438,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.5213670750873438
299,optuna,0.5911961482290435,0.40880385177095646,0.5837,0.4533333333333333,0.3502446561936647,0.39517652186546565,0.3,3000,3883,1360,0.3,0.5222986487503826,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.5222986487503826
71,optuna,0.6002280074817166,0.3997719925182834,0.5835,0.453,0.3499871233582282,0.39488595089350575,0.3,3000,3883,1359,0.3,0.5212695094624221,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.5212695094624221
124,optuna,0.6005460179674252,0.39945398203257476,0.5835,0.453,0.3499871233582282,0.39488595089350575,0.3,3000,3883,1359,0.3,0.521177758586922,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.521177758586922
174,optuna,0.6010580582835129,0.3989419417164871,0.5835,0.453,0.3499871233582282,0.39488595089350575,0.3,3000,3883,1359,0.3,0.5210635847495236,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.5210635847495236
187,optuna,0.6002454672008167,0.3997545327991834,0.5835,0.453,0.3499871233582282,0.39488595089350575,0.3,3000,3883,1359,0.3,0.521264472067162,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.521264472067162
237,optuna,0.6005425304062346,0.3994574695937653,0.5835,0.453,0.3499871233582282,0.39488595089350575,0.3,3000,3883,1359,0.3,0.5211787648015186,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.5211787648015186
94,optuna,0.5881198375780781,0.4118801624219219,0.5833,0.45266666666666666,0.3497295905227917,0.39459537992154586,0.3,3000,3883,1358,0.3,0.5219702748863756,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.5219702748863756
119,optuna,0.588334266476912,0.41166573352308794,0.5833,0.45266666666666666,0.3497295905227917,0.39459537992154586,0.3,3000,3883,1358,0.3,0.5220352810547227,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.5220352810547227
153,optuna,0.5881836578914712,0.4118163421085288,0.5833,0.45266666666666666,0.3497295905227917,0.39459537992154586,0.3,3000,3883,1358,0.3,0.5219659061552064,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.5219659061552064
206,optuna,0.6011237402525216,0.3988762597474785,0.5833,0.45266666666666666,0.3497295905227917,0.39459537992154586,0.3,3000,3883,1358,0.3,0.521053586166554,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.521053586166554
220,optuna,0.5886062268268641,0.41139377317313586,0.5833,0.45266666666666666,0.3497295905227917,0.39459537992154586,0.3,3000,3883,1358,0.3,0.5220909813962656,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.5220909813962656
222,optuna,0.58824538793095,0.41175461206904995,0.5833,0.45266666666666666,0.3497295905227917,0.39459537992154586,0.3,3000,3883,1358,0.3,0.5219824354569068,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.5219824354569068
266,optuna,0.5885359530242088,0.4114640469757912,0.5833,0.45266666666666666,0.3497295905227917,0.39459537992154586,0.3,3000,3883,1358,0.3,0.522101257764905,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.522101257764905
197,optuna,0.5874502503299893,0.4125497496700107,0.5831,0.4523333333333333,0.3494720576873551,0.3943048089495859,0.3,3000,3883,1357,0.3,0.5217324279859291,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.5217324279859291
218,optuna,0.5874836959961234,0.4125163040038765,0.5831,0.4523333333333333,0.3494720576873551,0.3943048089495859,0.3,3000,3883,1357,0.3,0.5217545409502852,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.5217545409502852
240,optuna,0.5862480030747569,0.4137519969252432,0.5831,0.4523333333333333,0.3494720576873551,0.3943048089495859,0.3,3000,3883,1357,0.3,0.5215947800118627,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.5215947800118627
41,optuna,0.5847968829705392,0.4152031170294608,0.5827,0.45166666666666666,0.3489569920164821,0.39372366700566613,0.3,3000,3883,1355,0.3,0.5216849939655781,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.5216849939655781
91,optuna,0.5847722477184973,0.41522775228150255,0.5827,0.45166666666666666,0.3489569920164821,0.39372366700566613,0.3,3000,3883,1355,0.3,0.5216870058882372,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.5216870058882372
194,optuna,0.5848708228882598,0.4151291771117403,0.5827,0.45166666666666666,0.3489569920164821,0.39372366700566613,0.3,3000,3883,1355,0.3,0.521678955407676,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.521678955407676
214,optuna,0.5847678349314371,0.4152321650685629,0.5827,0.45166666666666666,0.3489569920164821,0.39372366700566613,0.3,3000,3883,1355,0.3,0.5216866703568592,0.6971,0.010333333333333333,0.34065934065934067,0.020058233581365253,0.3,3000,91,31,0.3,0.5216866703568592
